Matricula,Nome,CPF,Idade,Genero,EstadoCivil,PortadorNecessidadesEspeciais,PossuiCriancaMenorQue4anos,GrauEscolaridade,AreaFormacao,TreinamentoUltimoAno,Cargo,NivelCargo,AnosEmpresa,AnosCargoAtual,TipoProjeto,HorarioFlexivel,ViagemNegocios,OportunidadeUsarPlenamenteHabilidadesTrabalho,Departamento,AnosAtualGestor,Salario,PercepcaoValorBeneficios,AnosDesdeUltimaPromocao,RecebeuParticipacaoLucrosResultadosUltimos3anos,DistanciaCasa,TipoTransporte,ModalidadeTrabalho,SatisfacaoGestor,SatisfacaoRelacionamentoColegas,SatisfaçãoTrabalho,NívelEnvolvimentoTrabalho,AvaliacaoDesempenho,Absenteismo,HoraExtra,EquilíbrioEntreVidaProfissionalPessoal,Demitido
1322,João Cardoso Souza,242.657.629-48,37,Masculino,Solteiro,Não,Não,4,Ciência da Computação,2,Diretor(a) de Operações,2,1,0,Outros,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),1,7554.6,3,0,Não,10,Outro,Presencial,3,4,2,3,3,0,Sim,2,Sim
1323,Ricardo Ramos Lopes,171.852.932-51,34,Masculino,Solteiro,Não,Não,4,Bioinformática,4,Engenheiro(a) de Machine Learning,1,1,0,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3863.6,4,0,Não,7,Carro Próprio,Remoto,4,3,4,3,3,0,Não,1,Não
1324,Vitoria Peixoto Campos,024.633.656-09,40,Feminino,Casado,Não,Não,3,Bioinformática,3,Analista de QA,2,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,4137.6,4,0,Não,2,Outro,Presencial,2,2,3,2,4,0,Não,3,Sim
1325,Larissa Barbosa Pereira,806.739.996-45,26,Feminino,Casado,Não,Não,3,Ciência da Computação,5,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,2679.3,1,0,Não,3,Transporte público,Remoto,3,1,4,3,4,0,Não,3,Não
1326,Regina Moraes Rodrigues,904.282.418-24,36,Feminino,Solteiro,Não,Não,4,Ciência da Computação,5,Executivo(a) de Contas,2,1,0,Outros,Sim,Raramente_Viaja,2,Vendas,0,6815,2,0,Não,1,Outro,Presencial,2,1,3,3,3,0,Não,3,Não
1327,Arthur Ramos Monteiro,110.404.354-83,29,Masculino,Casado,Não,Não,3,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3186.3,4,0,Não,9,Outro,Remoto,2,1,3,4,3,0,Não,2,Não
1328,Vinicius Duarte Dias,708.197.387-60,24,Masculino,Divorciado,Não,Não,2,Curso Técnico,3,Analista de QA,1,1,1,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2755.2,1,0,Não,21,Carro Próprio,Presencial,1,2,1,2,3,0,Não,3,Sim
1329,Luiz Souza Lopes,031.479.205-85,29,Masculino,Solteiro,Não,Não,3,Curso Técnico,3,SDR (Sales Development Representative),1,1,0,Outros,Sim,Frequentemente_Viaja,2,Vendas,0,1309.2,4,0,Não,24,Transporte público,Presencial,2,4,1,4,3,0,Não,3,Não
1330,Helena Martins Peixoto,940.380.426-26,36,Feminino,Casado,Não,Não,4,Outros ,2,Engenheiro(a) de Machine Learning,2,1,0,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,9050.6,2,0,Não,2,Outro,Remoto,2,4,2,3,4,1,Sim,3,Não
1331,Antônio Ribeiro Gomes,519.540.164-09,43,Masculino,Divorciado,Não,Não,4,Outros ,3,Diretor(a) de Tecnologia,4,1,0,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,21615.1,4,0,Não,6,Carro Próprio,Presencial,4,3,4,2,3,3,Sim,2,Sim
1332,Juliana Martins Siqueira,091.369.632-32,54,Feminino,Solteiro,Não,Não,4,Ciência da Computação,3,Analista de QA,2,1,0,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,4536,2,0,Não,8,Carro Próprio,Remoto,3,3,3,3,3,2,Não,3,Não
1333,Antônio Lopes Barbosa,575.959.790-64,42,Masculino,Casado,Não,Não,3,Bioinformática,3,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,5809.2,3,0,Não,2,Carro Próprio,Remoto,1,2,2,2,3,1,Não,3,Não
1334,Gustavo Duarte Silva,773.038.010-22,40,Masculino,Divorciado,Não,Não,3,Outros ,2,Executivo(a) de Contas,3,1,0,Outros,Sim,Nao_Viaja,2,Vendas,1,10932,3,0,Não,28,Outro,Presencial,1,3,1,1,3,0,Não,3,Não
1335,Vitoria Bastos Fernandes,922.456.696-06,38,Feminino,Casado,Não,Não,3,Bioinformática,4,Arquiteto(a) de Soluções,2,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,12427.36,2,0,Não,10,Transporte público,Remoto,2,3,3,3,3,0,Não,3,Não
1336,Matheus Miranda Silva,044.685.550-25,24,Masculino,Casado,Não,Não,2,Outros ,2,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2552.4,1,0,Não,17,Carro Próprio,Remoto,1,4,2,2,4,4,Não,3,Não
1337,Monica Souza Rodrigues,136.414.271-69,20,Feminino,Solteiro,Não,Não,3,Ciência da Computação,0,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3686.8,4,0,Não,1,Outro,Remoto,3,4,2,2,3,0,Não,4,Sim
1338,Silvia Pereira Almeida,929.672.613-19,30,Feminino,Divorciado,Não,Não,3,Bioinformática,2,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2707.9,2,0,Não,3,Carro Próprio,Presencial,4,3,3,3,4,0,Não,3,Sim
1339,Gabriel Dias Nunes,094.818.783-25,31,Masculino,Casado,Não,Não,4,Marketing,2,Executivo(a) de Contas,3,1,0,Outros,Não,Raramente_Viaja,2,Vendas,0,8161,2,0,Não,16,Outro,Remoto,4,1,3,3,3,1,Não,3,Não
1340,Eduardo Duarte Cunha,412.091.905-67,43,Masculino,Casado,Não,Não,3,Curso Técnico,4,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3168.1,1,0,Não,17,Transporte público,Presencial,4,4,3,2,3,0,Sim,3,Sim
1341,Carlos Moraes Viana,303.183.417-86,23,Masculino,Casado,Não,Não,3,Marketing,3,SDR (Sales Development Representative),1,1,0,Inovação,Não,Frequentemente_Viaja,2,Vendas,0,2148,2,1,Não,9,Outro,Remoto,2,1,1,3,3,0,Não,2,Não
1342,Daniela Borges Gomes,045.598.287-25,27,Feminino,Casado,Não,Sim,3,Recursos Humanos,2,Analista de RH,1,1,0,Outros,Não,Frequentemente_Viaja,2,Recursos Humanos,0,2863,3,0,Não,22,Transporte público,Presencial,2,1,2,2,3,0,Não,3,Sim
1343,Hugo Bastos Fernandes,288.363.126-32,39,Masculino,Casado,Não,Sim,3,Curso Técnico,6,SDR (Sales Development Representative),2,1,0,Outros,Não,Raramente_Viaja,3,Vendas,0,2503.2,4,0,Não,5,Carro Próprio,Remoto,3,3,4,3,3,0,Não,4,Não
1344,Antônio Silva Rocha,261.414.483-56,33,Masculino,Divorciado,Não,Não,2,Bioinformática,2,Analista de QA,1,1,1,Inovação,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,2409.6,1,0,Não,1,Carro Próprio,Remoto,4,3,3,2,3,3,Não,2,Não
1345,José Lopes Santos,527.326.507-06,40,Masculino,Casado,Não,Não,4,Ciência da Computação,3,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,2887.2,3,0,Não,1,Carro Próprio,Remoto,4,3,4,3,3,4,Não,2,Não
1346,Alexandre Viana Gomes,441.597.587-97,48,Masculino,Solteiro,Não,Não,2,Ciência da Computação,2,Analista de QA,3,1,0,Sustentação,Não,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,6457.2,2,0,Não,1,Transporte público,Presencial,3,4,3,2,3,0,Sim,3,Sim
1347,Hugo Correia Viana,915.644.825-29,31,Masculino,Casado,Não,Não,3,Ciência da Computação,2,Arquiteto(a) de Soluções,3,1,0,Sustentação,Não,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,9824,1,0,Não,20,Carro Próprio,Presencial,3,1,3,3,3,0,Não,3,Não
1348,Sergio Siqueira Martins,006.091.344-42,41,Masculino,Casado,Não,Não,4,Ciência da Computação,4,Analista de QA,1,1,0,Inovação,Não,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,5719.2,1,0,Não,12,Carro Próprio,Remoto,4,1,4,3,3,4,Sim,3,Não
1349,Gabriel Duarte Pires,567.394.338-52,30,Masculino,Solteiro,Não,Não,3,Curso Técnico,4,Engenheiro(a) de Machine Learning,1,1,0,Inovação,Não,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,2970.5,2,0,Não,4,Outro,Remoto,3,3,4,3,4,0,Sim,3,Não
1350,Vanessa Lima Pires,797.106.405-50,31,Feminino,Divorciado,Não,Não,1,Bioinformática,4,Analista de QA,1,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,1354.8,4,0,Não,2,Outro,Remoto,3,3,4,1,3,0,Sim,3,Sim
1351,Elaine Araújo Ribeiro,448.227.737-10,37,Feminino,Divorciado,Não,Não,4,Ciência da Computação,5,Executivo(a) de Contas,2,1,0,Inovação,Não,Raramente_Viaja,3,Vendas,0,6694,4,0,Não,10,Outro,Presencial,3,3,4,2,3,0,Sim,3,Não
1352,Julia Ferreira Moreira,110.772.052-44,34,Feminino,Casado,Não,Não,4,Ciência da Computação,2,SDR (Sales Development Representative),1,1,1,Inovação,Sim,Raramente_Viaja,3,Vendas,0,2664,1,0,Não,10,Carro Próprio,Remoto,3,4,3,3,3,0,Sim,3,Não
1353,Antônio Ferreira Mendes,045.844.862-12,38,Masculino,Solteiro,Não,Não,2,Marketing,2,Executivo(a) de Contas,3,1,0,Outros,Sim,Raramente_Viaja,2,Vendas,0,7351,4,0,Não,2,Outro,Presencial,2,3,2,3,3,0,Não,3,Sim
1354,Felipe Viana Cardoso,569.309.880-06,19,Masculino,Solteiro,Não,Não,2,Curso Técnico,3,Analista de RH,1,1,0,Outros,Sim,Raramente_Viaja,3,Recursos Humanos,0,2564,4,0,Não,2,Carro Próprio,Presencial,4,3,4,2,3,1,Não,4,Não
1355,Isabel Bastos Lima,915.765.751-36,42,Feminino,Casado,Não,Não,4,Bioinformática,2,Engenheiro(a) de Machine Learning,2,1,0,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,3083.6,2,0,Não,7,Carro Próprio,Remoto,2,4,2,4,3,0,Sim,3,Não
1356,Nicolas Freitas Martins,765.139.366-08,31,Masculino,Casado,Não,Não,5,Recursos Humanos,4,Analista de RH,1,1,0,Outros,Não,Raramente_Viaja,1,Recursos Humanos,0,2956,1,0,Não,18,Transporte público,Presencial,1,3,1,4,3,0,Não,3,Sim
1357,Luzia Campos Guimarães,280.160.715-03,22,Feminino,Casado,Não,Não,1,Bioinformática,6,Analista de QA,1,1,0,Sustentação,Não,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,2877.6,1,0,Não,8,Transporte público,Remoto,1,3,1,3,3,0,Sim,3,Não
1358,Pedro Araújo Azevedo,258.158.791-18,21,Masculino,Solteiro,Não,Não,1,Marketing,3,SDR (Sales Development Representative),1,1,0,Inovação,Não,Raramente_Viaja,3,Vendas,0,3214.8,4,1,Não,7,Outro,Remoto,1,2,2,3,3,0,Não,3,Não
1359,Julia Dias Rodrigues,801.763.653-97,24,Feminino,Casado,Não,Não,2,Ciência da Computação,2,SDR (Sales Development Representative),1,1,0,Outros,Sim,Nao_Viaja,1,Vendas,0,2439.6,1,0,Não,13,Transporte público,Presencial,2,3,2,3,3,0,Não,3,Não
1360,Alexandre Oliveira Silva,204.246.588-79,28,Masculino,Divorciado,Não,Não,3,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2031.9,3,0,Não,1,Outro,Remoto,4,4,3,2,3,0,Não,1,Sim
1361,Paulo Barbosa Nunes,800.317.279-99,37,Masculino,Solteiro,Não,Não,2,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,1,0,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,6084,2,0,Não,10,Transporte público,Remoto,3,1,4,4,3,0,Não,3,Não
1362,Daniel Ramos Correia,459.520.685-29,35,Masculino,Casado,Não,Não,1,Ciência da Computação,3,SDR (Sales Development Representative),1,1,0,Outros,Sim,Raramente_Viaja,4,Vendas,0,2884.8,1,0,Não,7,Transporte público,Presencial,4,1,3,3,3,4,Não,3,Não
1363,André Miranda Gomes,796.176.374-05,28,Masculino,Casado,Não,Não,3,Bioinformática,3,Analista de QA,1,1,1,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,2889.6,4,0,Não,24,Outro,Remoto,1,3,2,3,3,2,Sim,3,Não
1364,Cristiane Castro Araújo,473.563.104-65,35,Feminino,Divorciado,Não,Sim,3,Ciência da Computação,2,Analista de QA,1,1,0,Sustentação,Não,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,2488.8,4,0,Não,2,Transporte público,Remoto,1,4,1,3,3,0,Sim,3,Não
1365,Luiz Miranda Correia,740.379.431-15,24,Masculino,Casado,Não,Não,1,Recursos Humanos,2,Analista de RH,1,1,0,Inovação,Não,Raramente_Viaja,4,Recursos Humanos,0,1555,4,0,Não,22,Transporte público,Remoto,4,3,3,1,3,0,Não,3,Não
1366,Eduardo Oliveira Cunha,613.427.077-61,32,Masculino,Solteiro,Sim,Não,4,Ciência da Computação,2,Analista de QA,1,1,0,Inovação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,1671.6,4,0,Não,2,Outro,Remoto,1,1,2,3,3,3,Não,3,Sim
1367,Miguel Ferreira Araújo,136.762.457-68,38,Masculino,Casado,Não,Não,5,Bioinformática,0,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),1,3974.1,1,0,Não,2,Outro,Remoto,3,2,3,3,3,0,Sim,1,Sim
1368,Luana Lopes Siqueira,887.073.174-09,38,Feminino,Solteiro,Não,Não,3,Ciência da Computação,4,Diretor(a) de Operações,3,1,0,Outros,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,11791.5,2,0,Não,1,Transporte público,Presencial,3,4,3,3,3,1,Sim,4,Sim
1369,Francisca Bastos Duarte,965.490.785-20,44,Feminino,Casado,Não,Não,5,Marketing,4,Executivo(a) de Contas,2,1,0,Outros,Sim,Frequentemente_Viaja,2,Vendas,0,4768,1,0,Não,1,Transporte público,Presencial,3,3,3,3,3,1,Não,2,Sim
1370,Raimundo Vieira Rodrigues,147.476.153-42,30,Masculino,Divorciado,Não,Não,3,Curso Técnico,2,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,1656.2,4,0,Não,7,Transporte público,Presencial,2,2,3,3,3,2,Não,2,Sim
1371,Francisca Carvalho Peixoto,287.797.582-74,31,Feminino,Solteiro,Não,Sim,3,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,1639.3,3,0,Não,8,Transporte público,Remoto,3,3,2,2,3,3,Não,4,Sim
1372,Silvia Almeida Pires,750.792.441-60,39,Feminino,Solteiro,Não,Não,3,Ciência da Computação,2,Analista de QA,1,1,0,Sustentação,Não,Nao_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,4375.2,2,0,Não,2,Transporte público,Presencial,1,2,1,2,4,0,Sim,4,Sim
1373,Leandro Rocha Soares,545.810.719-50,29,Masculino,Casado,Não,Não,1,Bioinformática,3,Analista de RH,1,1,0,Outros,Sim,Raramente_Viaja,1,Recursos Humanos,0,2804,1,0,Não,6,Transporte público,Presencial,2,4,2,2,3,0,Não,3,Não
1374,Antônia Soares Fernandes,084.988.027-09,28,Feminino,Casado,Não,Não,3,Bioinformática,3,SDR (Sales Development Representative),1,1,0,Outros,Não,Raramente_Viaja,1,Vendas,0,3427.2,2,0,Não,3,Carro Próprio,Presencial,1,4,2,3,3,0,Não,3,Sim
1375,Jessica Viana Andrade,365.230.321-08,45,Feminino,Solteiro,Não,Não,3,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,1,0,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2956.2,1,0,Não,2,Outro,Remoto,3,4,3,2,3,0,Não,3,Sim
1376,Bernardo Monteiro Oliveira,932.221.763-45,37,Masculino,Divorciado,Não,Não,4,Marketing,2,Executivo(a) de Contas,2,1,0,Outros,Sim,Raramente_Viaja,4,Vendas,0,6334,4,0,Não,16,Carro Próprio,Presencial,4,4,3,2,3,1,Não,3,Sim
1377,Silvia Duarte Fernandes,274.800.090-03,19,Feminino,Solteiro,Não,Sim,3,Bioinformática,2,Engenheiro(a) de Machine Learning,1,1,1,Sustentação,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,2416.7,1,0,Não,10,Transporte público,Presencial,2,2,2,2,4,0,Sim,4,Sim
1378,Bruno Fernandes Rodrigues,176.384.408-03,25,Masculino,Solteiro,Não,Não,1,Ciência da Computação,4,SDR (Sales Development Representative),1,1,0,Outros,Não,Frequentemente_Viaja,3,Vendas,0,1341.6,4,1,Não,24,Transporte público,Presencial,3,4,4,1,3,0,Sim,3,Sim
1379,Camila Oliveira Pires,418.424.465-33,24,Feminino,Casado,Não,Sim,2,Ciência da Computação,3,Analista de QA,1,1,0,Sustentação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2652,2,0,Não,17,Transporte público,Remoto,2,1,2,3,3,0,Não,1,Não
1380,Maria Cavalcanti Almeida,202.460.957-09,26,Feminino,Casado,Não,Não,2,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3812.9,2,1,Não,1,Carro Próprio,Presencial,3,3,3,2,3,0,Sim,2,Sim
1381,Murilo Borges Gomes,537.275.999-28,41,Masculino,Divorciado,Não,Não,2,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Não,Nao_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2739.1,1,0,Não,5,Transporte público,Presencial,2,1,1,2,3,0,Não,1,Sim
1382,José Pereira Miranda,086.674.813-00,29,Masculino,Solteiro,Não,Não,3,Ciência da Computação,6,SDR (Sales Development Representative),1,1,0,Outros,Sim,Raramente_Viaja,4,Vendas,0,3170.4,3,0,Não,10,Transporte público,Remoto,4,3,3,3,3,0,Não,3,Não
1383,Marcelo Rocha Dias,388.423.165-04,24,Masculino,Divorciado,Não,Não,3,Ciência da Computação,4,Analista de QA,1,1,0,Inovação,Sim,Nao_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,3232.8,4,0,Não,9,Transporte público,Presencial,1,3,2,2,3,0,Não,3,Não
1384,Sergio Dias Vieira,664.343.843-86,35,Masculino,Casado,Não,Não,3,Ciência da Computação,3,Analista de QA,1,1,0,Sustentação,Sim,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,1537.2,1,0,Não,3,Outro,Presencial,2,3,3,2,3,0,Não,3,Sim
1385,Felipe Dias Souza,162.765.968-41,40,Masculino,Solteiro,Não,Não,4,Bioinformática,6,Analista de QA,2,1,0,Sustentação,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,6112.8,4,0,Não,16,Transporte público,Presencial,3,4,3,2,3,0,Não,3,Sim
1386,Bruna Martins Ribeiro,050.091.898-87,28,Feminino,Casado,Não,Não,1,Ciência da Computação,4,Analista de QA,1,1,1,Sustentação,Não,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,3018,3,0,Não,12,Outro,Remoto,4,4,4,3,3,1,Sim,2,Não
1387,Isabela Carvalho Campos,425.823.450-83,31,Feminino,Solteiro,Não,Sim,4,Ciência da Computação,3,SDR (Sales Development Representative),1,1,0,Outros,Sim,Frequentemente_Viaja,4,Vendas,0,1630.8,2,0,Não,1,Carro Próprio,Presencial,3,2,3,1,3,4,Não,3,Sim
1388,Juliana Castro Soares,898.294.505-97,31,Feminino,Solteiro,Não,Não,3,Ciência da Computação,3,SDR (Sales Development Representative),1,1,0,Outros,Sim,Frequentemente_Viaja,3,Vendas,0,3342,4,0,Não,2,Transporte público,Presencial,4,3,4,2,3,0,Não,4,Não
1389,Daniela Vieira Silva,088.239.356-10,35,Feminino,Divorciado,Não,Não,4,Ciência da Computação,2,Arquiteto(a) de Soluções,2,1,0,Inovação,Sim,Nao_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,6442.64,3,0,Não,2,Outro,Remoto,2,1,1,3,3,0,Não,4,Sim
1390,Vitor Carvalho Moraes,722.033.938-07,42,Masculino,Casado,Não,Não,2,Marketing,3,Gerente de Projetos,5,1,0,Inovação,Sim,Raramente_Viaja,4,Vendas,0,18303,2,0,Não,5,Outro,Remoto,2,2,3,3,3,4,Não,4,Não
1391,Pedro Costa Andrade,248.785.766-85,58,Masculino,Solteiro,Não,Não,3,Curso Técnico,4,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,3222.7,2,0,Não,2,Carro Próprio,Presencial,3,1,3,3,4,1,Não,3,Sim
1392,Jessica Fernandes Barbosa,106.628.627-24,40,Feminino,Solteiro,Não,Não,3,Ciência da Computação,2,Executivo(a) de Contas,4,1,0,Outros,Não,Nao_Viaja,1,Vendas,0,13194,3,0,Não,24,Outro,Presencial,2,4,2,4,3,0,Sim,2,Não
1393,Paula Campos Moraes,346.419.701-81,20,Feminino,Solteiro,Não,Sim,3,Bioinformática,2,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3380,1,0,Não,11,Carro Próprio,Remoto,1,1,1,2,3,0,Sim,3,Sim
1394,Carlos Ribeiro Viana,221.596.161-92,34,Masculino,Divorciado,Não,Não,3,Ciência da Computação,3,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,2409.6,4,1,Não,10,Outro,Remoto,1,2,2,3,3,3,Não,3,Não
1395,Samuel Guimarães Dias,211.459.848-94,40,Masculino,Divorciado,Não,Não,4,Bioinformática,2,Engenheiro(a) de Machine Learning,1,1,1,Inovação,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,4702.1,3,0,Não,9,Outro,Remoto,2,4,2,3,3,4,Sim,3,Não
1396,Francisco Soares Carvalho,977.143.437-37,40,Masculino,Divorciado,Não,Não,4,Marketing,2,Executivo(a) de Contas,3,1,0,Outros,Sim,Raramente_Viaja,2,Vendas,0,9705,4,0,Não,10,Outro,Presencial,3,2,2,2,3,0,Não,2,Sim
1397,Cristiane Campos Rodrigues,694.271.113-64,27,Feminino,Solteiro,Não,Não,3,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,1,1,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3013.4,4,0,Não,4,Transporte público,Presencial,3,3,3,3,3,0,Não,3,Sim
1398,Sandra Santos Bastos,017.532.819-62,43,Feminino,Divorciado,Não,Não,3,Ciência da Computação,2,Diretor(a) de Operações,2,1,0,Outros,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,8577,3,0,Não,8,Outro,Presencial,2,3,2,3,4,0,Não,4,Sim
1399,Heitor Peixoto Miranda,938.422.078-75,19,Masculino,Solteiro,Não,Não,3,Outros ,3,SDR (Sales Development Representative),1,1,0,Sustentação,Sim,Raramente_Viaja,3,Vendas,0,2545.2,4,0,Não,21,Outro,Presencial,1,2,2,2,3,0,Sim,4,Sim
1400,Lucas Borges Viana,612.191.496-32,20,Masculino,Solteiro,Não,Não,3,Curso Técnico,2,Analista de QA,1,1,0,Sustentação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3567.6,3,0,Não,4,Outro,Remoto,1,2,1,3,3,0,Não,3,Não
1401,Bruna Souza Cardoso,932.410.894-87,58,Feminino,Casado,Não,Não,3,Ciência da Computação,2,Gerente de Projetos,4,1,0,Inovação,Sim,Raramente_Viaja,3,Vendas,0,17875,3,0,Não,21,Outro,Remoto,3,3,4,3,3,3,Sim,2,Não
1402,Murilo Araújo Peixoto,834.580.730-51,25,Masculino,Casado,Não,Não,2,Marketing,2,SDR (Sales Development Representative),1,1,0,Outros,Não,Raramente_Viaja,1,Vendas,0,2895.6,3,0,Não,19,Carro Próprio,Presencial,3,3,2,2,3,4,Sim,3,Sim
1403,Bernardo Teixeira Monteiro,046.974.483-91,28,Masculino,Divorciado,Não,Não,3,Bioinformática,2,Analista de QA,1,1,0,Sustentação,Sim,Frequentemente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,3115.2,2,0,Não,1,Outro,Remoto,2,1,2,2,3,3,Não,3,Sim
1404,Ricardo Moreira Oliveira,392.652.984-99,26,Masculino,Divorciado,Não,Não,3,Bioinformática,0,Analista de QA,1,1,1,Inovação,Não,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,2852.4,3,0,Não,21,Carro Próprio,Presencial,3,3,3,3,4,3,Não,2,Não
1405,Adriana Peixoto Oliveira,472.117.826-33,21,Feminino,Solteiro,Não,Sim,3,Ciência da Computação,6,Analista de QA,1,1,0,Sustentação,Não,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,1699.2,3,1,Não,10,Carro Próprio,Presencial,2,1,1,2,3,0,Não,2,Sim
1406,Marcos Nascimento Souza,317.018.356-73,36,Masculino,Divorciado,Não,Não,3,Outros ,3,Analista de QA,2,1,0,Inovação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,5800.8,1,0,Não,15,Carro Próprio,Remoto,4,2,3,3,3,2,Não,2,Não
1407,Matheus Santos Ferreira,101.429.696-05,42,Masculino,Solteiro,Não,Não,3,Bioinformática,3,Analista de QA,2,1,0,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,5126.4,2,0,Não,29,Outro,Presencial,4,1,4,1,3,4,Não,3,Sim
1408,José Soares Fernandes,239.975.021-70,50,Masculino,Casado,Não,Não,3,Ciência da Computação,5,Analista de QA,1,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,2856,1,0,Não,9,Transporte público,Remoto,3,2,4,3,3,2,Não,3,Sim
